iter	RMSE
386	9.916676863
387	9.904186634
388	9.903128223
389	9.888116909
390	9.874129741
391	9.856817116
392	9.837073132
393	9.823021338
394	9.812126739
395	9.795611012
396	9.781017662
397	9.77974593
398	9.764424739
399	9.757633054
400	9.742373121
401	9.725457278
402	9.70893532
403	9.707674584
404	9.694258344
405	9.683213424
406	9.66556435
407	9.653262765
408	9.643768598
409	9.625306169
410	9.613020818
411	9.59853539
412	9.581476553
413	9.568134823
414	9.556128898
415	9.541919808
416	9.541207634
417	9.526319026
418	9.514708278
419	9.502863303
420	9.498416351
421	9.49362764
422	9.492515961
423	9.483208926
424	9.48249383
425	9.466212269
426	9.453067259
427	9.452396709
428	9.444373814
429	9.433056499
430	9.43210468
431	9.420280718
432	9.41952206
433	9.41852918
434	9.417786959
435	9.416865185
436	9.405968154
437	9.397317121
438	9.38998053
439	9.373906489
440	9.357943137
441	9.34420058
442	9.33640029
443	9.32922923
444	9.319292369
445	9.30497014
446	9.291910168
447	9.277206635
448	9.269808435
449	9.25628103
450	9.241095044
451	9.233063176
452	9.232388421
453	9.224724554
454	9.216054442
455	9.203989782
456	9.194721577
457	9.18739262
458	9.17219937
459	9.161955525
460	9.156460751
461	9.148012793
462	9.137571267
463	9.128988199
464	9.117124061
465	9.104086104
466	9.091197986
467	9.079330557
468	9.068174639
469	9.057826389
470	9.05083639
471	9.043755642
472	9.035512632
473	9.024587538
474	9.013934879
475	8.994692394
476	8.986812608
477	8.981851285
478	8.969802267
479	8.959275101
480	8.948714014
481	8.932915304
482	8.920017022
483	8.911516113
484	8.905182022
485	8.89450107
486	8.887165086
487	8.883569389
488	8.874675917
489	8.86738817
490	8.857768121
491	8.846293166
492	8.844052322
493	8.836993547
494	8.832379722
495	8.814222682
496	8.802382199
497	8.790363306
498	8.782014571
499	8.773896156
500	8.763116917
501	8.755080379
502	8.749109976
503	8.739933644
504	8.727297983
505	8.72199655
506	8.710521398
507	8.698841943
508	8.691400102
509	8.680015315
510	8.667939902
511	8.653438041
512	8.647836141
513	8.637636607
514	8.631572905
515	8.625048014
516	8.612308783
517	8.605806048
518	8.605275245
519	8.593170488
520	8.582233918
521	8.574410423
522	8.562608739
523	8.55750402
524	8.552054007
525	8.542384065
526	8.532683481
527	8.527466327
528	8.517694082
529	8.510474291
530	8.501756688
531	8.501018953
532	8.500508431
533	8.499792986
534	8.491297686
535	8.487650952
536	8.482491973
537	8.48199658
538	8.474770504
539	8.465311245
540	8.457278805
541	8.455024166
542	8.443475145
543	8.442975423
544	8.433490384
545	8.42592614
546	8.415368835
547	8.402424105
548	8.392137157
549	8.383687386
550	8.376593759
551	8.376116816
552	8.370415224
553	8.362323896
554	8.361527151
555	8.360863227
556	8.35666979
557	8.356207709
558	8.34731391
559	8.33782067
560	8.328640002
561	8.321039343
562	8.308655519
563	8.303300275
564	8.296570785
565	8.287276253
566	8.281213415
567	8.272813405
568	8.272233406
569	8.257857892
570	8.250312386
571	8.242592489
572	8.238007157
573	8.230142164
574	8.224764426
575	8.210919435
576	8.20498517
577	8.194729144
578	8.194295291
579	8.189269921
580	8.184282825
581	8.180678019
582	8.174036899
583	8.171603159
584	8.170367602
585	8.169946452
586	8.156008688
587	8.144884592
588	8.135818654
589	8.129162701
590	8.128749879
591	8.123879218
592	8.117911156
593	8.10999017
594	8.10092045
595	8.087382592
596	8.078960807
597	8.068787112
598	8.067433106
599	8.051220228
600	8.042094633
601	8.035241722
602	8.034641773
603	8.017473694
604	8.017065642
605	8.016497313
606	8.00864956
607	7.998670965
608	7.990742685
609	7.986308013
610	7.972775011
611	7.963355142
612	7.958599471
613	7.950925266
614	7.943056732
615	7.934237365
616	7.925127231
617	7.91722988
618	7.911227807
619	7.905218195
620	7.904825139
621	7.896354095
622	7.88907115
623	7.884407789
624	7.879537994
625	7.873573182
626	7.867804869
627	7.85954603
628	7.851112784
629	7.844169234
630	7.836522533
631	7.825088184
632	7.816653722
633	7.809254205
634	7.803913592
635	7.797688549
636	7.793528047
637	7.786071423
638	7.778855236
639	7.771323731
640	7.763730039
641	7.750368913
642	7.746329642
643	7.745947086
644	7.739988126
645	7.735526329
646	7.735147427
647	7.731752388
648	7.724910527
649	7.717838983
650	7.711290782
651	7.707521434
652	7.701566237
653	7.701203654
654	7.689113461
655	7.687583323
656	7.682430043
657	7.678873495
658	7.673239308
659	7.671195621
660	7.657390472
661	7.649679176
662	7.643525254
663	7.643168573
664	7.636305081
665	7.632539918
666	7.6264131
667	7.615323942
668	7.614973489
669	7.614623892
670	7.614281934
671	7.60736313
672	7.60164718
673	7.601313629
674	7.600989098
675	7.593058008
676	7.581614352
677	7.574200099
678	7.573881197
679	7.567783295
680	7.567196386
681	7.562872762
682	7.562562
683	7.551616664
684	7.544205373
685	7.535561373
686	7.535255414
687	7.534747081
688	7.527533428
689	7.527233026
690	7.520188727
691	7.513131133
692	7.505494938
693	7.505198075
694	7.497723317
695	7.494755588
696	7.489500449
697	7.489178043
698	7.48276861
699	7.482480979
700	7.482200114
701	7.481885034
702	7.48161465
703	7.481075432
704	7.474474864
705	7.463625565
706	7.457144586
707	7.455197808
708	7.448522798
709	7.448019285
710	7.438543688
711	7.438117449
712	7.432044646
713	7.426019069
714	7.422113751
715	7.417339163
716	7.405209495
717	7.398135661
718	7.397831774
719	7.393983407
720	7.393687338
721	7.383807068
722	7.375660797
723	7.369112958
724	7.368834291
725	7.362100289
726	7.361845596
727	7.361564934
728	7.361301805
729	7.356201796
730	7.355931417
731	7.349158077
732	7.348892352
733	7.343578026
734	7.343328997
735	7.340651502
736	7.333766178
737	7.323736129
738	7.317643284
739	7.317391564
740	7.314110768
741	7.309420808
742	7.299127529
743	7.295761163
744	7.289809128
745	7.285375538
746	7.277433461
747	7.271059794
748	7.266944058
749	7.259800193
750	7.256065372
751	7.255565663
752	7.255322865
753	7.251215643
754	7.245774246
755	7.239579143
756	7.23932733
757	7.231883612
758	7.231636016
759	7.231393639
760	7.229136877
761	7.220407634
762	7.215629222
763	7.210737574
764	7.20235159
765	7.201983515
766	7.194987629
767	7.194629481
768	7.18849086
769	7.182169141
770	7.175509915
771	7.171597374
772	7.165684572
773	7.16128985
774	7.156055231
775	7.152524545
776	7.15228759
777	7.145136251
778	7.139801553
779	7.133473845
780	7.125649632
781	7.121031418
782	7.116207398
783	7.112119292
784	7.111887055
785	7.10766389
786	7.101621589
787	7.098418797
788	7.092956768
789	7.092729632
790	7.087112756
791	7.080747559
792	7.075932796
793	7.069851533
794	7.069625359
795	7.069311073
796	7.065933961
797	7.059798295
798	7.059577329
799	7.054100405
800	7.049620112
801	7.049415681
802	7.044439953
803	7.037012125
804	7.036607957
805	7.030500177
806	7.028180251
807	7.027795463
808	7.022376565
809	7.01055829
810	7.006336649
811	6.999265072
812	6.996515244
813	6.996306859
814	6.992734494
815	6.992530983
816	6.986665554
817	6.982219732
818	6.975531387
819	6.970613738
820	6.964844079
821	6.959398887
822	6.953084907
823	6.948696612
824	6.948305232
825	6.943606312
826	6.938056556
827	6.932359627
828	6.925832322
829	6.916323536
830	6.9116159
831	6.90546482
832	6.902145084
833	6.901903877
834	6.897175971
835	6.896987656
836	6.889408221
837	6.881644127
838	6.876330126
839	6.86532645
840	6.865111445
841	6.859534973
842	6.853984936
843	6.847825906
844	6.843009233
845	6.83854482
846	6.836118415
847	6.830907476
848	6.824193056
849	6.819387493
850	6.814021383
851	6.811729759
852	6.805352108
853	6.805146502
854	6.804933728
855	6.802575555
856	6.799849443
857	6.796653367
858	6.791283029
859	6.783976632
860	6.783636476
861	6.778590844
862	6.772550843
863	6.77001196
864	6.764406226
865	6.760311752
866	6.760116864
867	6.754990803
868	6.751056644
869	6.745353124
870	6.741774301
871	6.739056114
872	6.734430831
873	6.731623903
874	6.726307067
875	6.726095391
876	6.716084558
877	6.715834767
878	6.715306258
879	6.710466148
880	6.71027598
881	6.707387576
882	6.699475086
883	6.696909368
884	6.696471602
885	6.69255766
886	6.692368723
887	6.685472262
888	6.682171055
889	6.678920134
890	6.675097131
891	6.67133493
892	6.668667621
893	6.666680366
894	6.666453897
895	6.666276472
896	6.666094379
897	6.66140952
898	6.661224837
899	6.656620098
900	6.653484877
901	6.649197463
902	6.64223316
903	6.635619561
904	6.635397303
905	6.630953032
906	6.630790801
907	6.630612378
908	6.623766367
909	6.623456346
910	6.618700328
911	6.612304416
912	6.606021752
913	6.601159473
914	6.597098503
915	6.594716772
916	6.589809063
917	6.582562903
918	6.58237346
919	6.578121449
920	6.572830039
921	6.572659356
922	6.569070474
923	6.568904329
924	6.56873289
925	6.564661515
926	6.558513041
927	6.55390645
928	6.550295827
929	6.545705135
930	6.54543146
931	6.545259069
932	6.538976557
933	6.536836153
934	6.53178827
935	6.528940674
936	6.52533848
937	6.518285022
938	6.518121355
939	6.513401716
940	6.50899987
941	6.505241238
942	6.505081408
943	6.501056262
944	6.50018839
945	6.496115785
946	6.492419469
947	6.485320354
948	6.479467723
949	6.473025708
950	6.469264512
951	6.468998934
952	6.464071759
953	6.460825034
954	6.456306962
955	6.451251465
956	6.447352151
957	6.44535726
958	6.43994411
959	6.43308276
960	6.432728167
961	6.428838647
962	6.424770116
963	6.424451703
964	6.420982165
965	6.415693688
966	6.415517566
967	6.415354431
968	6.412591553
969	6.412305484
970	6.41204556
971	6.405934454
972	6.400704886
973	6.400551106
974	6.397288908
975	6.394165425
976	6.390227027
977	6.382926259
978	6.37934429
979	6.373092878
980	6.370767046
981	6.370607135
982	6.365603033
983	6.359032095
984	6.353931242
985	6.353771664
986	6.353615533
987	6.348646793
988	6.339041011
989	6.33438558
990	6.329258515
991	6.322986326
992	6.316643454
993	6.311316827
994	6.307096428
995	6.302679093
996	6.29797739
997	6.296471871
998	6.29224664
999	6.288325015
